ad_unit_id,ad_unit_name,screen_width,screen_height,orientation,venue_id,venue_name
14acdff3-4a09-4d9b-bbd9-d77c3a8c8f49,Montclair Upstairs Right,1920,1080,Landscape,aec9e20c-91fb-4dca-8835-12bd8981c9e8,Montclair State University Ice Arena
f5280de2-8ccc-40f2-95cc-e77017cb7550,Navin Main TV,1920,1080,Landscape,d0564930-b457-4b9b-8890-ab1a0799db0e,Navin Skating Arena
b48d5ba4-fa0b-437f-b59a-d2589f44f5bd,Navin Portrait Left,1080,1920,PortraitLeft,d0564930-b457-4b9b-8890-ab1a0799db0e,Navin Skating Arena
03a6a05e-c252-4c6d-b405-a449cde1809a,Navin Portrait Right,1080,1920,PortraitLeft,d0564930-b457-4b9b-8890-ab1a0799db0e,Navin Skating Arena
a3ebfece-0e90-4f28-a34d-27824ebb6d5a,Navin Rental,1080,1920,Portrait,d0564930-b457-4b9b-8890-ab1a0799db0e,Navin Skating Arena
a2ce4160-4572-42d9-b6ff-7aa5b755db58,Navin Snack Bar Left,1920,1080,Landscape,d0564930-b457-4b9b-8890-ab1a0799db0e,Navin Skating Arena
433f004b-41cf-4f0d-9df0-f714f6eb4461,Navin Snack Bar Right,1920,1080,Landscape,d0564930-b457-4b9b-8890-ab1a0799db0e,Navin Skating Arena
7c2f2b7c-5759-47f7-b830-3b999150d9f8,Lobby - Left,1920,1080,Landscape,be9a19cc-4bd5-435b-88b2-f44b8b4b447f,Paul T. Gilmartin Memorial Arena
759fc3dd-09ef-4797-bc5d-dc04a49a4e99,Lobby - Right,1920,1080,Landscape,be9a19cc-4bd5-435b-88b2-f44b8b4b447f,Paul T. Gilmartin Memorial Arena
fc39a79f-0fe5-4848-b3e3-7b810e034c51,Lovell,1920,1080,Landscape,27942d2f-7f0f-4d4e-8f2d-c738e61b8a95,Pilgrim Skating Arena
9533bb8f-4116-4d07-9ffb-779bbb9d5c99,PSA Hingham,1920,1080,Landscape,27942d2f-7f0f-4d4e-8f2d-c738e61b8a95,Pilgrim Skating Arena
5151753d-3d3d-4ade-934d-55a0fe0f9936,PSA Lobby,1920,1080,Landscape,27942d2f-7f0f-4d4e-8f2d-c738e61b8a95,Pilgrim Skating Arena
2c0187df-bcb1-476b-a738-30c14acdfb6f,Franklin Main TV 2,1920,1080,Landscape,a0b54942-fca8-4782-a1cd-e796fcd92dd1,Pirelli Veteran's Arena
87ff5115-fd98-4553-ace1-2b2f5ef24482,Franklin Portrait Left 2,1080,1920,Portrait,a0b54942-fca8-4782-a1cd-e796fcd92dd1,Pirelli Veteran's Arena
1773fe43-2c05-4239-8796-e8ba7e9316b1,Franklin Portrait Right 2,1080,1920,Portrait,a0b54942-fca8-4782-a1cd-e796fcd92dd1,Pirelli Veteran's Arena
d17bcb18-16d9-46e4-8970-48b706b18404,Franklin Rental 2,1080,1920,Portrait,a0b54942-fca8-4782-a1cd-e796fcd92dd1,Pirelli Veteran's Arena
6cf57826-a05a-4b11-97ce-3c06fdd989f5,Franklin Snack Bar 3,1080,1920,Portrait,a0b54942-fca8-4782-a1cd-e796fcd92dd1,Pirelli Veteran's Arena
ca64f3a6-1849-499e-bc49-0feb2cae263b,East Boston Left,1080,1920,Portrait,13e05a23-f5b2-432c-ba4e-c9d2c8264852,Porrazzo Skating Rink
293915b5-7c59-4309-9083-07698cdd869a,East Boston Main,1920,1080,Landscape,13e05a23-f5b2-432c-ba4e-c9d2c8264852,Porrazzo Skating Rink
6092263b-60d7-4aa3-ad22-6cd9429011de,East Boston Menu Right,1920,1080,Landscape,13e05a23-f5b2-432c-ba4e-c9d2c8264852,Porrazzo Skating Rink
a373c559-bfcc-47fe-8901-52892a022364,East Boston Portrait Right,1080,1920,PortraitLeft,13e05a23-f5b2-432c-ba4e-c9d2c8264852,Porrazzo Skating Rink
f078a83d-7036-4917-bfe8-5d33273ca9a2,East Boston Rental,1080,1920,Portrait,13e05a23-f5b2-432c-ba4e-c9d2c8264852,Porrazzo Skating Rink
98897ffe-faa7-4aef-8c83-0bac859085c4,East Boston Snack Bar Left,1920,1080,Landscape,13e05a23-f5b2-432c-ba4e-c9d2c8264852,Porrazzo Skating Rink
b751fc7d-53e6-48ba-8a0c-2d3762eba794,Raynham Main TV,1920,1080,Landscape,cddf7175-9b2c-4cc0-a79c-2b17c1872b66,Raynham IcePlex
ced0e266-b566-468d-aa36-19e8fc3eec13,Raynham Portrait Left 2,1080,1920,Portrait,cddf7175-9b2c-4cc0-a79c-2b17c1872b66,Raynham IcePlex
332bdd8c-c5d0-4284-946b-886b9d3514b5,Raynham Portrait Right 2,1080,1920,Portrait,cddf7175-9b2c-4cc0-a79c-2b17c1872b66,Raynham IcePlex
b6903a86-94db-4e24-81b7-b194b4c8e490,Raynham Rental,1080,1920,PortraitLeft,cddf7175-9b2c-4cc0-a79c-2b17c1872b66,Raynham IcePlex
8ce0d6e4-92a4-4e67-931f-303e631348c8,Raynham Snack Bar Left,1920,1080,Landscape,cddf7175-9b2c-4cc0-a79c-2b17c1872b66,Raynham IcePlex
59e810e5-a651-473b-81e0-638ad2c41ac9,Raynham Snack Bar Right,1920,1080,Landscape,cddf7175-9b2c-4cc0-a79c-2b17c1872b66,Raynham IcePlex
61848bad-1944-475e-80f9-542fd1889e52,RISS Main,1920,1080,Landscape,c6dfcec4-6047-4502-ad4e-e9bc096f5d9a,Rhode Island Sports Center
f17d8a3b-b857-47c3-a89c-493238bf8de9,Ristuccia Lobby,1920,1080,Landscape,3070f3a1-7de0-45e1-8e45-66423648d20f,Ristuccia Memorial Ice Arena
13103a95-2cd8-421c-a3ca-9aa84acd3189,Rockland Cafe,1920,1080,Landscape,24ba151e-7ccc-49b9-b824-f2ce82cf23b4,Rockland Ice Rink
1638dc0a-0999-45b2-b94d-4d4c417331f4,Rockland Rink,1920,1080,Landscape,24ba151e-7ccc-49b9-b824-f2ce82cf23b4,Rockland Ice Rink
2c6febf6-5932-4238-bcf0-0f715a483308,Rodman Lobby Right,1920,1080,Landscape,6c8f7c42-64d3-49b9-bcf0-229d8bf76aaf,Rodman Arena
f8a26862-7223-457c-a040-f075f14659dd,Rodman Main Left,1920,1080,Landscape,6c8f7c42-64d3-49b9-bcf0-229d8bf76aaf,Rodman Arena
44de8cf0-fbeb-44b3-b923-074199ae3217,Rodman Main Mid,1920,1080,Landscape,6c8f7c42-64d3-49b9-bcf0-229d8bf76aaf,Rodman Arena
f8f00c65-515c-437f-98e5-ea6717063533,Rodman Main Right,1920,1080,Landscape,6c8f7c42-64d3-49b9-bcf0-229d8bf76aaf,Rodman Arena
87add9b9-eb25-4a69-81b9-700da04267f5,Rodman Snack Bar,1080,1920,PortraitLeft,6c8f7c42-64d3-49b9-bcf0-229d8bf76aaf,Rodman Arena
b75ea3ba-de38-40df-9e11-8f6ee0d2342b,Salem Ice Center Lobby,1920,1080,Landscape,8fea0208-bb00-4435-ab98-687a5add0d64,Salem Ice Center
4dcca0fd-4816-4967-a23f-d7e89d2d35e2,Cambridge Menu Left,1920,1080,Landscape,59be4dc7-4847-4bad-a292-0b4b229bc98d,Simoni Skating Rink
680d04d2-5073-4a15-a1e1-4a08483750ff,Cambridge Menu Right,1920,1080,Landscape,59be4dc7-4847-4bad-a292-0b4b229bc98d,Simoni Skating Rink
3be6edfc-8282-470a-8351-f0b208d98f32,Cambridge Portrait Left 2,1080,1920,Portrait,59be4dc7-4847-4bad-a292-0b4b229bc98d,Simoni Skating Rink
71a24afc-df46-40a4-8b57-5817a6c708d1,Cambridge Portrait Right 2,1080,1920,Portrait,59be4dc7-4847-4bad-a292-0b4b229bc98d,Simoni Skating Rink
a4514adc-b6a8-48ea-ade3-dabdf142f66e,Cambridge Rental,1080,1920,Portrait,59be4dc7-4847-4bad-a292-0b4b229bc98d,Simoni Skating Rink
31f30784-d581-4c11-90d5-72c17675ad48,Springfield Main TV,1920,1080,Landscape,e195dc27-a667-4474-aae1-7f316e7785d2,Smead Skating Arena
2f59044e-fa3d-4da5-8655-42f14ca61191,Springfield Portrait Left,1080,1920,Portrait,e195dc27-a667-4474-aae1-7f316e7785d2,Smead Skating Arena
de7c2a82-5ad9-43cd-9831-ed007b2775f0,Springfield Portrait Right,1080,1920,Portrait,e195dc27-a667-4474-aae1-7f316e7785d2,Smead Skating Arena
9a2f6236-02ed-4755-b827-e4178c41d08c,Springfield Rental,1080,1920,Portrait,e195dc27-a667-4474-aae1-7f316e7785d2,Smead Skating Arena
80afea17-078b-4f6c-bf87-1923db11caf0,SIH - Lobby,1920,1080,Landscape,c0cde7ac-6ed8-48f0-8d73-4e08fabb0ab5,Sono Ice House
348f67a5-66df-45fa-91a7-b3ddd82a0914,Sono Bar,1920,1080,Landscape,c0cde7ac-6ed8-48f0-8d73-4e08fabb0ab5,Sono Ice House
b17da58a-2e0e-454b-ad9c-3b0bafb2c9d4,SSGA Back Lobby,1920,1080,Landscape,c56b39e7-3eca-40f9-b80d-625ca3d4f964,South Shore Gymnastics
2a536dbd-d3eb-4c06-b00a-f96640e79237,SSGA Lobby,1920,1080,Landscape,c56b39e7-3eca-40f9-b80d-625ca3d4f964,South Shore Gymnastics
9501302b-95f4-4cd7-860d-c5ae05ee3781,Cafe 3,1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
a4cdaf76-18eb-4628-b357-5459062d835d,Concession Lobby,1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
c7230fa1-fd54-4f91-aca5-d276ddc94085,Concession Menu Left,1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
7887ea3e-4b63-46d6-9c59-b103fd3732fb,Concession Menu Right,1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
866af5f9-ffe2-4dd0-a570-caec2516c143,Court Lobby (Portrait),1080,1920,Portrait,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
8b67cdbc-3e68-43fd-8e38-0060f4dd6474,Marketing Office,1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
bcaa31ba-83fd-4927-be8e-8482e652ecd1,PDR,1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
ccdb7da8-b709-4154-bd7e-d561059cd5cc,Rec Room - Arcade,1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
45f1f540-d0fd-4243-9730-2fae737d2b74,Starland Court Lobby,1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
da920b42-5df9-4bd7-8bb9-f0e961f74751,Starland Turf Lobby,1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
3fac6f25-fea1-4ddd-a630-6b3e31a28d81,Starland Turf Lobby (Fuel),1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
ad9af369-8a86-4e2c-baf5-98a61b0a248c,Starland Upper Lobby,1920,1080,Landscape,aae83236-d562-4ee9-9d85-d823b9144a90,Starland Sportsplex & Fun Park
3c941d36-9ac7-4878-b801-e9e5dd8a9653,Thayer - New 1,1920,1080,Landscape,245d4ed9-2584-44e3-a8b0-1fc1f1a63883,Thayer Sports Center
f307f2bd-263f-4369-ba4d-0cca268936a5,Thayer - New 2,1920,1080,Landscape,245d4ed9-2584-44e3-a8b0-1fc1f1a63883,Thayer Sports Center
5e19d4c9-0f6f-485a-9c17-17577e29df0b,Thayer Lobby,1920,1080,Landscape,245d4ed9-2584-44e3-a8b0-1fc1f1a63883,Thayer Sports Center
ab0ccaea-bdd3-4138-a5bb-b686335ef35b,Thayer Rink,1920,1080,Landscape,245d4ed9-2584-44e3-a8b0-1fc1f1a63883,Thayer Sports Center
d6256bf9-de08-4218-bae8-fd6ea37b4f5b,The Bog Lobby 2,1920,1080,Landscape,c14d0698-f4db-4747-a848-99dc6f365a56,The Bog Ice Arena
4e354431-4b26-4ea4-b4ae-46f325a20761,The Bog Rink,1920,1080,Landscape,c14d0698-f4db-4747-a848-99dc6f365a56,The Bog Ice Arena
baa6a8ef-246d-497a-9117-7d4b2b4efd50,Exeter - Power Play Cafe 2,1920,1080,Landscape,1d20e920-e488-439e-8b9f-1d5b3b5c8692,The Rinks At Exeter
4178fceb-63a0-4217-9e53-d224f742da6a,Exeter Lobby Left,1920,1080,Landscape,1d20e920-e488-439e-8b9f-1d5b3b5c8692,The Rinks At Exeter
9bbf4830-5595-421f-82d8-9dd49b3d8414,Exeter Lobby Right,1920,1080,Landscape,1d20e920-e488-439e-8b9f-1d5b3b5c8692,The Rinks At Exeter
a21ce921-f565-4489-9ac2-d6e4fd18c046,Exeter Rink Mens,1920,1080,Landscape,1d20e920-e488-439e-8b9f-1d5b3b5c8692,The Rinks At Exeter
ea933ce6-8fc6-4436-8a39-34f81c95ad30,Exeter Rink Mens Two,1920,1080,Landscape,1d20e920-e488-439e-8b9f-1d5b3b5c8692,The Rinks At Exeter
c30ab56b-296e-444f-a8ea-7d8f8d7609be,The Rinks - Bar,1920,1080,Landscape,1d20e920-e488-439e-8b9f-1d5b3b5c8692,The Rinks At Exeter
202b44db-c37a-46e3-80b2-fbb3e18d1cf6,Salem Store - Lobby,1920,1080,Landscape,70ba8b64-91de-45f9-9535-862d8d42ec56,TSR Hockey - Salem Store
270dde08-e1a0-4d12-8343-68ee8854c7d5,Veterans - Main TV,1920,1080,Landscape,b732eaec-2dd0-4aa4-837a-c3ec51007cf2,Veterans Memorial Rink
415c722c-6f00-463a-b1f4-0f9012563ee1,Veterans - Portrait Left,1080,1920,Portrait,b732eaec-2dd0-4aa4-837a-c3ec51007cf2,Veterans Memorial Rink
5b67ea2d-772f-41be-b985-b3e0cacf7240,Veterans - Portrait Right,1080,1920,Portrait,b732eaec-2dd0-4aa4-837a-c3ec51007cf2,Veterans Memorial Rink
faa3b0db-9e09-472b-98eb-e5177f3ca2f6,Veterans - Rental,1080,1920,Portrait,b732eaec-2dd0-4aa4-837a-c3ec51007cf2,Veterans Memorial Rink
dbfb68be-0f7f-4ef4-bdbb-6ac59cb08948,Veterans - Snack Bar Left,1920,1080,Landscape,b732eaec-2dd0-4aa4-837a-c3ec51007cf2,Veterans Memorial Rink
70915dc9-4b9d-47ae-b91a-dee5dc74bc5c,Veterans - Snack Bar Right,1920,1080,Landscape,b732eaec-2dd0-4aa4-837a-c3ec51007cf2,Veterans Memorial Rink
43856c9f-d727-4912-9fb5-f61bf3a23830,Fitchburg Main,1920,1080,Landscape,bc7d2a2e-622f-49d6-90ee-2a863f2491be,Wallace Civic Center
96adfb1f-4dd4-4934-936a-3461a5a5c176,Fitchburg Snack Bar,1080,1920,Portrait,bc7d2a2e-622f-49d6-90ee-2a863f2491be,Wallace Civic Center
e87d27dd-2171-43d4-9fc1-d14221b36e00,Fitchburg Snack Left,1920,1080,Landscape,bc7d2a2e-622f-49d6-90ee-2a863f2491be,Wallace Civic Center
065d2c73-f92b-4471-b3a7-c35337a7ea7c,Fitchburg Snack Right,1920,1080,Landscape,bc7d2a2e-622f-49d6-90ee-2a863f2491be,Wallace Civic Center
ea2d4b95-66fe-40f6-b08d-26a618e510c5,Natick Main Screen,1920,1080,Landscape,ecba141a-ec01-4a1f-80bc-ec487a3f4486,William L. Chase Arena
7e5bde9e-8747-4c1b-a61c-b050debd3f26,Natick Portrait Left,1080,1920,Portrait,ecba141a-ec01-4a1f-80bc-ec487a3f4486,William L. Chase Arena
b7b3b9c8-8f29-4076-b8b0-ab4e0eefa68e,Natick Portrait Right,1080,1920,Portrait,ecba141a-ec01-4a1f-80bc-ec487a3f4486,William L. Chase Arena
1dac46a4-5329-4d72-8263-a019290dfe6c,Natick Rental,1080,1920,Portrait,ecba141a-ec01-4a1f-80bc-ec487a3f4486,William L. Chase Arena
2a99c9bf-5e86-495e-b453-09f58eb25ad0,Natick Snack Bar Left,1920,1080,Landscape,ecba141a-ec01-4a1f-80bc-ec487a3f4486,William L. Chase Arena
8b29a09c-a73e-421d-be21-e833e417173a,Natick Snack Bar Right,1920,1080,Landscape,ecba141a-ec01-4a1f-80bc-ec487a3f4486,William L. Chase Arena
331024eb-fc22-4881-982c-39afdaa3cf35,Worcester (Left),1920,1080,Landscape,02adde01-8fcb-4f2e-8104-dbed716090a5,Worcester Ice Center
ee131a4a-81c7-4b57-b2d3-755951bbce7a,Worcester (Right),1920,1080,Landscape,02adde01-8fcb-4f2e-8104-dbed716090a5,Worcester Ice Center
d780bcd1-d075-46e5-871c-c0a79edf8957,Randolph Lobby,1080,1920,Portrait,a8542977-47a3-4fbe-b174-07a2dba45614,Zapustas Ice Arena
